253,114,91
15,16,18
239,239,238
59,59,59
33,33,33
189,99,43
239,235,236
32,33,59
244,245,244
231,231,227
235,225,138
230,230,231
15,17,17
238,197,113
235,27,41
